Sub_ID,Act,timestamp,X,Y,Z
1618,A,775419659340318,-4.95874,-9.17128,-3.2029572
1618,A,775419709694322,-5.3293457,-7.373398,-1.8539581
1618,A,775419760048326,-4.194275,-6.0545197,-0.72984314
1618,A,775419810402330,-5.5097504,-7.063385,-0.1675415
1618,A,775419860756334,-7.0190887,-7.3292694,-0.8173218
1618,A,775419911110338,-5.5052185,-7.87442,-4.492096
1618,A,775419961464342,-5.9292145,-8.145477,-2.8093262
1618,A,775420011818346,-7.656479,-8.692673,-1.34375
1618,A,775420062172349,-9.767334,-8.173157,-1.7117157
1618,A,775420112526353,-12.484879,-8.631714,-2.2151184
1618,A,775420162880357,-12.429016,-9.883621,0.96565247
1618,A,775420213234361,-9.861603,-14.7222595,7.4098663
1618,A,775420263588365,-6.367096,-13.900085,-2.3973389
1618,A,775420313942369,0.35266113,-9.637619,-1.8525238
1618,A,775420364296373,1.1933441,-7.0603943,-0.7257843
1618,A,775420414650377,-0.32673645,-6.5609894,-0.0758667
1618,A,775420465004381,-1.702652,-6.441269,0.03895569
1618,A,775420515358385,-5.179535,-5.338852,-3.8046875
1618,A,775420565712388,-12.663513,-6.0193024,-3.599884
1618,A,775420616066392,-13.888367,-7.0118713,3.8106842
1618,A,775420666420396,-7.948639,-9.958389,-2.3927002
1618,A,775420716774400,-7.7612457,-11.298355,-3.3000336
1618,A,775420767128404,-2.1018372,-4.237793,-0.38438416
1618,A,775420817482408,-4.0189667,-9.119263,-0.8826599
1618,A,775420867836412,-4.596451,-9.58783,-1.7476807
1618,A,775420918190416,-2.6858063,-6.253357,-1.1925964
1618,A,775420968544420,-5.278366,-7.580963,-3.2862854
1618,A,775421018898424,-6.2174225,-7.8237457,-3.3980713
1618,A,775421069252428,-7.06781,-8.053009,-2.1866302
1618,A,775421119606431,-7.683029,-8.320404,-1.2497406
1618,A,775421169960435,-8.077469,-7.853821,-0.8306732
1618,A,775421220314439,-10.119553,-7.850067,-0.8298645
1618,A,775421270668443,-13.909073,-8.025909,2.2398682
1618,A,775421321022447,-12.625366,-9.803818,3.0110016
1618,A,775421371376451,-8.333328,-13.400558,1.4278107
1618,A,775421421730455,-6.177597,-14.667618,-0.08628845
1618,A,775421472084459,-1.3061981,-10.597626,-4.8317413
1618,A,775421522438463,0.56718445,-6.4530334,-1.9887543
1618,A,775421572792467,-0.80960083,-5.7302246,0.5930939
1618,A,775421623146471,0.32284546,-6.225708,-0.019241333
1618,A,775421673500474,-4.987854,-4.787842,0.18379211
1618,A,775421723854478,-13.652451,-5.9189453,-4.568802
1618,A,775421774208482,-13.981964,-4.9836884,-5.222534
1618,A,775421824562486,-10.623718,-9.714111,6.331009
1618,A,775421874916490,-6.1907043,-8.21022,1.8721466
1618,A,775421925270494,-1.1471863,-4.659683,-1.4818115
1618,A,775421975624498,-2.8782043,-9.106003,-2.8918457
1618,A,775422025978502,-2.72818,-7.2789764,-1.6493073
1618,A,775422076332506,-4.293564,-7.4410095,-1.3248901
1618,A,775422126686510,-5.756714,-7.64592,-1.0050049
1618,A,775422177040513,-6.42099,-7.7361145,-4.218231
1618,A,775422227394517,-5.8459015,-6.412491,-2.7843628
1618,A,775422277748521,-7.510315,-8.201462,-1.9938812
1618,A,775422328102525,-8.051651,-8.124252,-1.8350983
1618,A,775422378456529,-10.734024,-8.839325,-1.1457825
1618,A,775422428810533,-16.828033,-7.6128387,15.67218
1618,A,775422479164537,-10.263672,-7.9619446,2.350357
1618,A,775422529518541,-6.5726624,-13.535324,-0.8698425
1618,A,775422579872545,-6.6572113,-13.542175,-1.2757263
1618,A,775422630226549,-1.0089722,-10.19545,-3.2461395
1618,A,775422680580553,1.0796814,-6.271576,-0.76304626
1618,A,775422730934556,-0.31835938,-5.4748535,0.40971375
1618,A,775422781288560,0.8390808,-6.692169,-0.29719543
1618,A,775422831642564,-9.374298,-4.160141,-3.6036072
1618,A,775422881996568,-19.06778,-9.865189,7.3424225
1618,A,775422932350572,-10.452454,-5.4460297,-2.097931
1618,A,775422982704576,-11.282272,-14.845673,-0.21833801
1618,A,775423033058580,-2.7178345,-3.7528381,-0.17861938
1618,A,775423083412584,-0.13954163,-7.11705,0.90545654
1618,A,775423133766588,-3.3352356,-10.693481,-4.2545013
1618,A,775423184120592,-1.5534515,-5.386307,-0.66252136
1618,A,775423234474596,-4.9282837,-7.872452,-2.758789
1618,A,775423284828599,-7.1470795,-8.36409,-2.5941772
1618,A,775423335182603,-6.8151245,-7.6412354,-1.6747589
1618,A,775423385536607,-7.6256104,-7.724869,-3.190979
1618,A,775423435890611,-7.8771973,-8.248245,-0.69447327
1618,A,775423486244615,-9.875732,-8.428848,-1.2358093
1618,A,775423536598619,-12.43718,-8.652023,-2.22966
1618,A,775423586952623,-9.293091,-7.8558197,-4.1368256
1618,A,775423637306627,-9.271896,-14.969727,11.7717285
1618,A,775423687660631,-5.2566986,-14.606491,-1.7437134
1618,A,775423738014635,0.18099976,-10.860657,-1.4093475
1618,A,775423788368638,2.8792572,-7.0638885,-0.6060333
1618,A,775423838722642,0.75349426,-5.5031586,0.12640381
1618,A,775423889076646,0.23188782,-5.9682465,0.5040283
1618,A,775423939430650,-4.144943,-6.507965,3.7678223
1618,A,775423989784654,-9.068848,-6.372986,-15.542664
1618,A,775424040138658,-16.040665,-5.9335785,1.3171539
1618,A,775424090492662,-8.10141,-8.535309,-0.25498962
1618,A,775424140846666,-11.446014,-14.394516,-0.6886902
1618,A,775424191200670,-1.8621674,-4.0046844,0.48667908
1618,A,775424241554674,-2.029602,-8.764633,0.19100952
1618,A,775424291908678,-2.523468,-7.935669,-2.2785034
1618,A,775424342262681,-2.4069061,-5.973755,-1.0731964
1618,A,775424392616685,-4.8465424,-7.6881256,-1.81073
1618,A,775424442970689,-7.414444,-8.667236,-2.1640015
1618,A,775424493324693,-7.0257263,-7.7025757,-1.7628479
1618,A,775424543678697,-7.67601,-7.6566315,-2.0676422
1618,A,775424594032701,-10.004013,-8.883499,-1.2878723
1618,A,775424644386705,-12.263031,-9.104126,-1.1256866
1618,A,775424694740709,-11.000198,-7.4423065,-3.8932953
1618,A,775424745094713,-9.583191,-10.112213,-6.069031
1618,A,775424795448717,-9.050064,-14.317734,-0.41755676
1618,A,775424845802721,-5.028122,-12.986893,-4.6111145
1618,A,775424896156724,2.1220856,-8.626923,-5.0288544
1618,A,775424946510728,2.4886627,-6.5775757,-1.0711975
1618,A,775424996864732,1.3282013,-6.124817,-0.6207428
1618,A,775425047218736,-1.9698486,-5.017761,-0.81951904
