Sub_ID,Act,timestamp,X,Y,Z
1617,A,268914207591441,2.421341,-12.045776,2.3601227
1617,A,268914257945445,1.3339081,-10.729477,-2.4320068
1617,A,268914308299448,-2.1637726,-8.760376,-4.5738525
1617,A,268914358653452,-5.782913,-6.6072693,-0.124694824
1617,A,268914409007456,-0.6027832,-5.540512,-1.0568085
1617,A,268914459361460,1.183609,-5.2390137,-0.92082214
1617,A,268914509715464,-1.1079102,-6.4183655,1.9895477
1617,A,268914560069468,-8.916138,-8.258926,9.680252
1617,A,268914610423472,-12.577545,-11.108719,5.4274445
1617,A,268914660777476,-5.6380005,-9.867004,1.7725525
1617,A,268914711131480,-2.26062,-13.735931,2.2323914
1617,A,268914761485484,2.4673615,-11.159821,-4.3564453
1617,A,268914811839487,-0.4046631,-10.420456,-2.8912659
1617,A,268914862193491,-1.2517853,-9.871948,-0.6545868
1617,A,268914912547495,-0.41362,-7.795624,3.9992218
1617,A,268914962901499,-7.877014,-9.179001,0.9229431
1617,A,268915013255503,-4.2665253,-7.923752,1.1873474
1617,A,268915063609507,-1.6719513,-7.753479,-0.23303223
1617,A,268915113963511,-0.52830505,-9.063034,-2.40773
1617,A,268915164317515,-3.1905975,-11.338959,-0.60017395
1617,A,268915214671519,-6.791626,-8.1380005,-9.162247
1617,A,268915265025523,-5.5599823,-5.762619,-2.8614502
1617,A,268915315379527,-14.198761,-16.962158,17.580444
1617,A,268915365733530,-6.3470154,-15.3186035,-6.4226685
1617,A,268915416087534,0.66185,-18.221146,-1.517807
1617,A,268915466441538,3.718689,-9.166031,-12.888947
1617,A,268915516795542,-2.899063,-5.841385,-1.1759644
1617,A,268915567149546,0.776001,-6.194092,-2.376831
1617,A,268915617503550,5.019806,-4.6531525,-0.6043701
1617,A,268915667857554,3.671402,-4.1041718,1.4976654
1617,A,268915718211558,-14.639481,-11.380005,3.265564
1617,A,268915768565562,-18.419693,-14.603516,1.0655365
1617,A,268915818919566,-2.1342316,-4.7799377,-2.37117
1617,A,268915869273570,-1.6741943,-11.959244,-5.7539215
1617,A,268915919627573,1.91893,-12.899521,-5.5856323
1617,A,268915969981577,1.5694275,-7.596649,-0.83410645
1617,A,268916020335581,0.3262787,-9.248901,-2.9837494
1617,A,268916070689585,-0.612442,-8.797714,-6.3358765
1617,A,268916121043589,-1.62854,-7.902893,-1.5254364
1617,A,268916171397593,-6.367447,-8.150391,2.370163
1617,A,268916221751597,-5.8950043,-10.593399,-0.5990143
1617,A,268916272105601,-6.241638,-11.262024,-3.3369446
1617,A,268916322459605,-7.053879,-9.921295,-3.5333405
1617,A,268916372813609,-9.448135,-12.566711,-1.3304749
1617,A,268916423167612,-8.104614,-13.840271,-1.8612366
1617,A,268916473521616,-4.3894653,-14.105728,-1.7149963
1617,A,268916523875620,-0.5190277,-17.14386,-0.8307648
1617,A,268916574229624,2.8103485,-9.594147,-5.027664
1617,A,268916624583628,0.19068909,-5.6262207,-6.7085266
1617,A,268916674937632,-3.4787903,-5.388504,-2.5576172
